,centroids_id,number,sse
199,199,1,0.0
200,200,2,0.0597735212579352
201,201,4,1.7677293884108813
202,202,7,2.6013051785359957
203,203,1,0.0
204,204,4,1.5488083731988966
205,205,1,0.0
206,206,3,1.0510974061008997
207,207,2,0.38411021497657394
208,208,1,0.0
209,209,2,0.12850197666014582
210,210,1,0.0
211,211,2,0.28258147672076717
212,212,6,1.5193163639727287
213,213,2,0.44089496637521663
214,214,2,0.28213073278032974
215,215,3,0.8820753234138359
216,216,6,3.131535197008557
217,217,1,0.0
218,218,2,0.3287672398877055
219,219,2,0.49334178956993957
220,220,2,0.41098347487946385
221,221,2,0.23382777623388046
222,222,1,0.0
223,223,2,0.2887500104737678
224,224,1,0.0
225,225,1,0.0
226,226,3,0.7243645658445952
227,227,1,0.0
228,228,1,0.0
229,229,1,0.0
