type,number,sum_sse,mse
Kmean_normal,44,118.8681377818104,2.7015485859502366
Kmean_three_level,146,34.47783185165194,0.783587087537544
dbscan(minPts = 3),47,171.8013256677489,3.9045755833579294
dbscan(minPts = 5),47,243.99199044538813,5.545272510122457
